full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
No surprise we still trending There's no stopping #ZINU and the #ZombieMob #1000x #crypto #blockchain #eth #bnb @ZinuToken https://t.co/Tv5qGGAH3n,1.66E+31,2023-05-15 23:53:28+00:00,JeckleCrypto,1.45E+31,en,NaN,0,5,16,29,https://x.com/JeckleCrypto/status/1658259334114193408,ZinuToken,1,JeckleCrypto,ZinuToken
Retrieval of investment funds currently ongoing from #Fastbitra #parachain $HRQ $TTG #leapttrade #metaycoin #etalbit #bitenor #sgtkcoin #julysil #holbilt #uvebit #SYR #SNMS #Wiboy #Cwbbit #BULLISH #CARDANO #AAX #coinecplaza #NFTCommunity #BNB #SOL #GALA https://t.co/qtt3Vt3MzS,1.66E+31,2023-05-15 23:53:18+00:00,cryptorecoverr,9.18E+30,en,"Ankara, Turkey 🇹🇷",0,0,0,2,https://x.com/cryptorecoverr/status/1658259291466285064,,0,cryptorecoverr,
$BEN token #Airdrop is live! Check eligibility and claim on their site: https://t.co/W79jiogrrp $PEPE $LADYS #GrumpyCat $ARB $BEN #catecoin $FOUR $BOBO $FUKBEN #bnb #memecoins #TrustWallet $CAPO #BTC #miladys #1000x $JASMY #crypto #VOLT #PEPEARMY #PulseX $DONS $PSYOP #ETH https://t.co/yrVYydgkHa,1.66E+31,2023-05-15 23:50:33+00:00,eriskarein0306,2491110714.0,en,NaN,0,0,6,5376,https://x.com/eriskarein0306/status/1658258600282734593,,0,eriskarein0306,
 Top #BNBCHAIN Projects Capturing the Greatest Social Volume @RealFlokiInu @PancakeSwap $BRISE @bitgertbrise #BABYDOGE @BabyDogeCoin $VINU @VitaInuCoin $SFUND @SeedifyFund $QUACK @RichQuack $ATA @AutomataNetwork $RISE @EverRise $CEEK @CEEK #BNB #BSC #VOLT https://t.co/GXzwFSIxZJ,1.66E+31,2023-05-15 23:49:35+00:00,Anh_NinhTran,1.51E+31,en,NaN,1,10,5,9,https://x.com/Anh_NinhTran/status/1658258353414619137,"RealFlokiInu,PancakeSwap,bitgertbrise,BabyDogeCoin,VitaInuCoin,SeedifyFund,RichQuack,AutomataNetwork,EverRise,CEEK",10,Anh_NinhTran,RealFlokiInu
Secure your entry on $CROOGE now It will soon be too late. Climbing quietly right now. But soon the fomo will start Epic team. Epic project $cate $dogi $perry #chitcat $bibi $sonic #pepeelon $sponge #simpson $pvu $squid $wen $bnb $pooh #safemoon $cake,1.66E+31,2023-05-15 23:38:43+00:00,AirdropApe,1.64E+31,en,NaN,0,3,2,6,https://x.com/AirdropApe/status/1658255619047170049,,0,AirdropApe,
0I0I DAILY HACKED STATS I0I0 GAME #: 30 SPONSOR: @OpulentGorillas HACK #: 1 HACKER OF THE DAY: @cryptoHEROin HACKED ID #766 ️#NFTs ALIVE: 1238 NFTs HACKED: 984 ️GAME OVER: 0 ️‍RE-ENTRIES USED: 126 PRIZE POT: 10.3 $BNB #GFHackedNFT #BNB #BNBChainNFTs #BNBChain https://t.co/n8xSjKL0pd,1.66E+31,2023-05-15 23:37:52+00:00,Gooodfellas_Nft,1.52E+31,en,BNB Chain,0,6,5,8,https://x.com/Gooodfellas_Nft/status/1658255406676811778,"OpulentGorillas,cryptoHEROin",2,Gooodfellas_Nft,OpulentGorillas
Maybe buying bad art isn't something that interests you. But if it is... 100% of the proceeds go to burning LUNC. https://t.co/TMbUKaokUV $lunc #lunc #bnb #bsc #binance #luncburn #lunccommunity $shib #shib #btc $btc #1000x #crypto #cryptocurrency #luncarmy,1.66E+31,2023-05-15 23:37:25+00:00,Cremation_Coin,1.60E+31,en,NaN,0,38,17,41,https://x.com/Cremation_Coin/status/1658255292939771905,,0,Cremation_Coin,
inbox me for all your lost crypto funds to be recovered from these platforms #coinecplaza #NFT #BNB #NEAR #wiboy #cwbbit #fastbitra #omitra #monnore #icexax #mucoin #SOL #parachain #holbilt #uvebit #SYR #SNMS #erv #snmscoin https://t.co/76GtLLLLlh,1.66E+30,2023-05-15 23:35:40+00:00,charliehardy0,1.58E+31,en,"Birmingham, England",0,2,0,0,https://x.com/charliehardy0/status/1658254854937010177,,0,charliehardy0,
 #ToTheMoon we go with #NOOT token on #BSCChain! Let's all hop on this rocket and blast off to limitless gains! Join the #NOOT community today and let's make history together! ‍ @nootcoinbnb #crypto #degen #hodl #lambo ,1.66E+31,2023-05-15 23:28:27+00:00,Nootastic101,1.66E+31,en,NaN,0,1,0,0,https://x.com/Nootastic101/status/1658253036999909377,nootcoinbnb,1,Nootastic101,nootcoinbnb
$acoin loading for big pumb our all gem performed very well now only acoin soon its will blast Patience always pay #btc #bnb #kucoin https://t.co/PeGgB9pdu9,1.66E+31,2023-05-15 23:27:10+00:00,CryptoRoccket,1.58E+31,en,NaN,1,0,0,2,https://x.com/CryptoRoccket/status/1658252713942196224,,0,CryptoRoccket,
 The long-awaited Pepe Musk whitepaper and website is ready! Join us and push the boundaries of creativity and innovation! https://t.co/xQsBPjVpIl https://t.co/6J6TA760lT #PEPEMUSK #Website #Whitepaper #bsc #BNB #pinksale #comingsoon #fairlaunch #socialnetworks https://t.co/1z1PDv2zda,1.66E+31,2023-05-15 23:25:47+00:00,PepeMusk_,1.66E+31,en,NaN,0,3,4,6,https://x.com/PepeMusk_/status/1658252364468371456,,0,PepeMusk_,
$nrfb 25% profit from our entry Patience always pay Book partial profit here ↙️ More coming Rocket signal never disappointed $sku $simp $pkf $wlkn $acoin $hawk $club $kicks $inj $arb $id #btc #bnb #kucoin https://t.co/j60zZFffQL,1.66E+31,2023-05-15 23:23:57+00:00,CryptoRoccket,1.58E+31,en,NaN,1,0,0,1,https://x.com/CryptoRoccket/status/1658251906496737281,,0,CryptoRoccket,
2016 - You missed $BTC 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB 2022 - You missed $FLOKI 2023 first quarter you missed $PEPE 2023 don t miss ______ Turn $100 to $70 000 Name will be out ,1.66E+31,2023-05-14 23:48:51+00:00,BSCGemsAlert,2424259633.0,en,Etats-Unis,15,1299,117,700,https://x.com/BSCGemsAlert/status/1657895784686166021,,0,BSCGemsAlert,
LittleGhosts on BNB are going to make it.,1.66E+31,2023-05-14 22:56:34+00:00,ozzippp,9.53E+30,en,Phantasma,0,2,0,7,https://x.com/ozzippp/status/1657882625372225536,,0,ozzippp,
Ima get into that air bnb shit to much money in it,1.66E+31,2023-05-09 23:57:30+00:00,JavonBihh,1.25E+31,en,NaN,0,1,0,1,https://x.com/JavonBihh/status/1656086020687908864,,0,JavonBihh,
Air BNB s do work,1.66E+31,2023-05-09 23:57:22+00:00,natehern15,601197605.0,en,"California, USA",0,0,0,0,https://x.com/natehern15/status/1656085987406274560,,0,natehern15,
Payment Request melodytouch1 has requested 500 BNB payment. Tap this link to pay. https://t.co/knuSFIjvkE,1.66E+30,2023-05-09 23:54:05+00:00,gborienemidavi1,1.60E+31,en,Nigeria,0,0,0,0,https://x.com/gborienemidavi1/status/1656085161103032320,,0,gborienemidavi1,
BNB PREDICTION RESULT Deal Close: 16.06 BNB for $312.5 Entry: BUY Entry Price: $311.4(63 min ago on Binance) Amount $5 001 Trade Profit: $17.7 Daily : $-9(-0.2%) Monthly: $234(4.7%) #BNB #Binance #Binance https://t.co/yTHbVOa2Pt https://t.co/iikG3zLw3Y,1.66E+31,2023-05-09 23:49:34+00:00,cryptojohnsmith,1.26E+31,en,NaN,0,0,0,0,https://x.com/cryptojohnsmith/status/1656084022987227137,,0,cryptojohnsmith,
Which site did your asset got freezed on? #Kicurrency #Exbills #roobecoins #Fastbitra #parachain #leapttrade #metaycoin #bitenor #sgtkcoin #julysil #holbilt #uvebit #Cwbbit #AAX #coinecplaza #dollartreats #BNB #STABLEFUNDSCAM #NEAR #monore DM me NOW!!! https://t.co/pC1ZPv0sz9,1.66E+31,2023-05-09 23:35:31+00:00,Avraham0124,1.55E+31,en,United Kingdom ,0,0,0,0,https://x.com/Avraham0124/status/1656080489927540742,,0,Avraham0124,
Hello!! $WGRLC is now available on @PancakeSwap V3! Please consider adding some liquidity! #memecoin #MemeCoinSeason Contract Creation: https://t.co/Ff6VJxR8Aj BNB pair https://t.co/jsyj29yKkr WE ARE A DECENTRALISED COMMUNITY. PLEASE CHECK THE CONTRACTS YOURSELF. DO YOUR OWN https://t.co/IIucaKiYeV,1.66E+31,2023-05-09 23:27:08+00:00,garliccoin,1.02E+31,en,In your garden or kitchen?,0,0,1,6,https://x.com/garliccoin/status/1656078378678484992,PancakeSwap,1,garliccoin,PancakeSwap
When I look at the amount and variety of cryptocurrencies I feel like in a toy store - so many different options and emotions! $SCCS $PEPE $WOJAK $MONG $BOB #PEPE #WOJAK #MONG #BOB #PancakeSwap #BNB #memecoin #MemeCoinSeason #GEMS #1000x #BSCGemAlert #SuccessKidBNB,1.66E+31,2023-05-09 23:09:47+00:00,SuccessKidBNB,1.65E+31,en,Your crypto portfolio,0,1,1,5,https://x.com/SuccessKidBNB/status/1656074010621276161,,0,SuccessKidBNB,
Here we are tracking some of the largest #cryptocurrencies vs the #USD in terms of volatility adjusted returns and trading volume. Top 3 returns: #STX #BNB #ETH. Bottom 3 returns: #LTC #ARB #FIL. Top 3 trading volumes: #BTC #ETH #XMR https://t.co/AxpuiwDNxc,1.66E+31,2023-05-08 23:46:09+00:00,ExanteData,7.86E+29,en,"New York, NY",0,2,1,3,https://x.com/ExanteData/status/1655720774181744642,,0,ExanteData,
Can Elon show some love to the bear? @Bitboy_Crypto $POOH @poohmoneyHQ @PoohArmyHQ $pepe $bob $wojak $turbo #MemeCoinSeason $TEL $DFX $MATIC $QUICK $BAL $WETH $AAVE $SOL $LINK $WBTC $APE $GRT $UNI $AXS #DOGE #FLOKI #ETH #BNB #BTC #XRP #PEPE #AIDOGE #SHIB #KISHU #MONG @elonmusk https://t.co/3OrVgLdoga,1.66E+31,2023-05-08 23:39:35+00:00,eriksvcard,58825906.0,en,"Irvine, California",0,1,1,1,https://x.com/eriksvcard/status/1655719125191372801,"Bitboy_Crypto,poohmoneyHQ,PoohArmyHQ,elonmusk",4,eriksvcard,Bitboy_Crypto
Wow! Pepe Token ($PEPE) is on fire! The meme-inspired crypto has just surpassed bigger players like $XRP and $BNB in trading volume. Don't miss out on the excitement! Comment like and retweet! #PepeToken #CryptoNews #TradingVolume https://t.co/XX3RcmHnKp,1.66E+31,2023-05-08 23:37:42+00:00,TakeMemeCoin,1.64E+31,en,Estados Unidos,0,2,0,0,https://x.com/TakeMemeCoin/status/1655718648609210368,,0,TakeMemeCoin,
#POOH Holders from 2k to over 14k in 48 hours. Expect 3 zeros deleted in less than 2 weeks. Big announcement very close. @Bitboy_Crypto @poohmoneyHQ @PoohArmyHQ #MemeCoinSeason $DFX $MATIC $AAVE $SOL $LINK $APE $UNI $AXS #DOGE #FLOKI #ETH #BNB #BTC #XRP #SHIB @elonmusk https://t.co/covDFFejYf,1.66E+30,2023-05-08 23:32:31+00:00,eriksvcard,58825906.0,en,"Irvine, California",0,0,1,1,https://x.com/eriksvcard/status/1655717347142041600,"Bitboy_Crypto,poohmoneyHQ,PoohArmyHQ,elonmusk",4,eriksvcard,Bitboy_Crypto
@pepecashbsc Ca⏭️0xcbdf12a2acaae465b2c10100adecd5d8dab7d916 Autoburn Staking Low Mc Big Marketing Devs active Weekly AMAs Don't miss the $Pepe of #BSC Tg⏭️https://t.co/RCTO5lsfX6 #PEPE #BNB #BTC #1000x https://t.co/4cghZDx0kI,1.66E+31,2023-05-08 23:31:29+00:00,MonstersCoins,993112885.0,en,MOON,0,72,4,15,https://x.com/MonstersCoins/status/1655717083391434756,pepecashbsc,1,MonstersCoins,pepecashbsc
Congratulations to the PepeLuna team for fulfilling the requirements and receiving the #Pinksale #Safu badge. The Safu badge is one of many safety features projects can utilize at Pinksale protecting investors. Check them out below: https://t.co/BvJS9Z99Lf #BSC #BNB https://t.co/eeM8lrvMbJ,1.66E+31,2023-05-08 23:30:38+00:00,pinkecosystem,1.39E+31,en,NaN,0,0,0,6,https://x.com/pinkecosystem/status/1655716872602505216,,0,pinkecosystem,
Good morning!!!! lets go army!!! #dextercoins #dexterscoin #dexterarmy #memecoin #bscgem #bsc #bnb #1000x #100x #Crypto https://t.co/Z8upwVy1Ew,1.66E+31,2023-05-08 23:30:25+00:00,dextercoinsbsc,1.66E+31,en,NaN,0,3,1,2,https://x.com/dextercoinsbsc/status/1655716817783103489,,0,dextercoinsbsc,
BNB PRICE PREDICTION PRICE : RISE⤴ in 60 min. BUY 15.98 BNB for $312.9 apiece on Binance Target price : $319.2 Amount: $5 000 #BNB #Binance #Binance https://t.co/aflTGzVc9E https://t.co/z88Cj3Znaz,1.66E+31,2023-05-08 23:17:37+00:00,cryptojohnsmith,1.26E+31,en,NaN,1,0,0,0,https://x.com/cryptojohnsmith/status/1655713596595396608,,0,cryptojohnsmith,
Without Taking Risk You Can t Be Rich. I Bought @mong_coin From Uniswap. Thank You @bull_bnb and @crypto_bitlord7 For This Great Project. I Think I ate The Deep of $Mong Now It is Time For Tier 1 Exchanges. New #PEPE is Loading ⏳ #MONG #BOBO #memecoin #Crypto https://t.co/h3otJ4Hfyx,1.65E+31,2023-05-02 23:59:42+00:00,AlphaWhale_,1.61E+31,en,Decentralized,1,22,9,53,https://x.com/AlphaWhale_/status/1653549857603297280,"mong_coin,bull_bnb,crypto_bitlord7",3,AlphaWhale_,mong_coin
6000 $POV holders on our first day of launch .. $POV ARMY IS TOO STRONG #PepeOriginalVersion #PepeCommunity #ElonMusk #ripdoge #Pinksale #presale #BNB #BSC #Launch #PancakeSwap #dexview https://t.co/pDn8BOIkaA,1.65E+31,2023-05-02 23:55:48+00:00,PepeOriginalVer,1.65E+31,en,NaN,10,45,117,261,https://x.com/PepeOriginalVer/status/1653548878287761409,,0,PepeOriginalVer,
Come join the $NOOT @nootcoinbnb family. Its fun here!! Spred the $NOOT you can tip anyone with $NOOT. $NOOT for everyone!! #NOOT #nootcoinbnb #makethebirdNOOT $DOGE $SHIB $CATE $FLOKI $MATIC $ARB $PEPE $BNB $ETH $BTC $VOLT $QUACK $MARVIN $PEPA $KISHU https://t.co/b7DIrhxCk5,1.65E+31,2023-05-02 23:54:25+00:00,CryptoMemesfind,1.29E+31,en,"Moonbeam, Ontario",1,0,0,2,https://x.com/CryptoMemesfind/status/1653548527900065792,nootcoinbnb,1,CryptoMemesfind,nootcoinbnb
Y all bullish? @limewire $LMWR $ETH #BTC #BNB $ALGO https://t.co/8fLfDAqlyC,1.65E+31,2023-05-02 23:54:23+00:00,FerrieraMel,1.33E+31,en,NaN,0,2,1,8,https://x.com/FerrieraMel/status/1653548521885245440,limewire,1,FerrieraMel,limewire
GM Guys ! $NTN UPDATE @MEXC_EN @coingecko @CoinMarketCap @naetionxyz #BTC #ETH #BNB https://t.co/H8y8lk9rfh,1.65E+31,2023-05-02 23:54:11+00:00,afdhalysm,1.60E+31,en,NaN,1,4,0,2,https://x.com/afdhalysm/status/1653548470006063106,"MEXC_EN,coingecko,CoinMarketCap,naetionxyz",4,afdhalysm,MEXC_EN
Here we are tracking some of the largest #cryptocurrencies vs the #USD in terms of volatility adjusted returns and trading volume. Top 3 returns: #RAD #BTC #ETH. Bottom 3 returns: #RNDR #BNB #XMR. Top 3 trading volumes: #BTC #ETH #XRP https://t.co/qu4Hs8TZw7,1.65E+31,2023-05-02 23:46:23+00:00,ExanteData,7.86E+29,en,"New York, NY",0,1,0,3,https://x.com/ExanteData/status/1653546506895478791,,0,ExanteData,
Free call on $BNB Join my discord to see ALL of my calls! https://t.co/fSvWBaG7wZ @ButterAlphaNFT https://t.co/J8V8S1Gw9H,1.65E+31,2023-05-02 23:41:27+00:00,butterstickin,1.45E+31,en,NaN,0,2,2,4,https://x.com/butterstickin/status/1653545265536679936,ButterAlphaNFT,1,butterstickin,ButterAlphaNFT
What an awesome Launch Love our Vikings community Marketing Not even Started #PepeVikings #Pepe $PepeV $Pepe #BSC #BNB #BTC https://t.co/ZKUUrEZ1Fh,1.65E+31,2023-05-02 23:41:19+00:00,FrankyCatDoge,1.65E+31,en,Earth,1,4,9,13,https://x.com/FrankyCatDoge/status/1653545232921681923,,0,FrankyCatDoge,
I just got finished laughing at this exchange from a tg group dedicated to coding. These are a lot of your devs and this is what's wrong with this space. #btc #eth #bsc #bnb #pepe #nft https://t.co/YWKKj819er,1.65E+30,2023-05-02 23:39:53+00:00,FuToN_SLG,9.52E+30,en,Hovering over the swap button,0,5,1,5,https://x.com/FuToN_SLG/status/1653544872500969475,,0,FuToN_SLG,
SafuuGO is an ultra advanced AI driven BEP20 token platform with interoperable multi-liquidity pool management and buyback &amp; burn systems #sgo #drive #spp #bnb #vul https://t.co/oKcxn6H1vs https://t.co/wrDgIP3a4w,1.65E+31,2023-05-02 23:36:56+00:00,SafuuGo,1.65E+31,en,NaN,0,11,23,55,https://x.com/SafuuGo/status/1653544127710240768,,0,SafuuGo,
What's good #BNBChainNFTs Fam Have you seen this chad around? Took my girl and was seen in another chainHELP #BNB #nft https://t.co/GrudhSVf7F,1.65E+31,2023-05-02 23:27:01+00:00,DrunkSkunksDC,1.48E+31,en,At the Bar!,0,8,3,17,https://x.com/DrunkSkunksDC/status/1653541633915322371,,0,DrunkSkunksDC,
Get your #Cardano fix in our $ADA - $BNB farm on Jetswap! You'll be getting a 22.04% APR so you can keep stacking those $WINGS! https://t.co/ouyTeOZ5xZ #CardanoCommunity #CardanoNFT https://t.co/MR1KbzgGdj,1.65E+31,2023-05-02 23:18:10+00:00,Jetfuelfinance,1.33E+31,en,BSC & FTM & Polygon,1,5,0,1,https://x.com/Jetfuelfinance/status/1653539405741555712,,0,Jetfuelfinance,
Insanely #Genius!!! #Genius #GENI $GENI #DeFi #Polygon #ETH #BNB #AVAX #Crypto #Hex #AI #blessed #BTC #Binance,1.65E+31,2023-05-02 23:13:48+00:00,Venezra,1.52E+30,en,NaN,0,0,3,16,https://x.com/Venezra/status/1653538307475664896,,0,Venezra,
Pixelsweeper ID Sold For #bnb Rarity Rank https://t.co/oshV9Kbs3g https://t.co/Ql53XDpE5W Follow for updates #pixelsweeper #bnb #nft https://t.co/HHEOwNZ1NA,1.65E+31,2023-05-02 23:00:03+00:00,bnbnftsales,1.54E+30,en,BNB,0,1,0,2,https://x.com/bnbnftsales/status/1653534848294723588,,0,bnbnftsales,
I paid bills bought flight tickets nephews birthday gift air bnb cosplay outfit for edencon My pockets right now https://t.co/pwvoH3QYNW,1.65E+31,2023-05-01 23:59:08+00:00,rambojr90,1.54E+31,en,NaN,1,1,0,12,https://x.com/rambojr90/status/1653187330105065472,,0,rambojr90,
 Level Finance security breach over $1M in LVL tokens gone! Yet pools &amp; DAOs safe ️ Is this a wake-up call for #DeFi platforms? Learn &amp; improve folks! $LVL $BNB https://t.co/MZhQhcA9Zh https://t.co/IdG59vF7eL,1.65E+31,2023-05-01 23:40:05+00:00,Chain_Review,71447363.0,en,The Decentralized Crypto Space,0,3,0,1,https://x.com/Chain_Review/status/1653182534497230848,,0,Chain_Review,
If you miss #Pepe x100 dont miss #kuso $KUSO is on $KUSO is on $KUSO is on ⬇️⬇️⬇️ @kuso_wtf $KUSO #KUSO #kusocoin #Coins #memecoin #shitcoin #pepe #doge #shib #floki #NFT #NFTCommunity #NFTCollection #BTC #ETH #BNB #Binance #BlueChip https://t.co/lK8ud9vT9R,1.65E+30,2023-04-30 23:59:49+00:00,edjpeg69,1.37E+31,en,NaN,0,8,2,9,https://x.com/edjpeg69/status/1652825111203033090,kuso_wtf,1,edjpeg69,kuso_wtf
TODAYS BIGGEST FAIRLAUNCH Checkout now @PepogeToken #pepe $bob $pepe #pepoge $pepoge #babypepe #bobo #XAI #doge #memecoin $wojak #bsc #bscgems #bnb #pepedoge $optimus $ic $sov #bob $musk $tate $bbob $vb $boba $mpepe $cz $CGPT #coingecko #moonshot #bullrun #shitcoin,1.65E+31,2023-04-30 23:56:55+00:00,Rin4Bigwins,1.64E+30,en,NaN,1,2,0,0,https://x.com/Rin4Bigwins/status/1652824382237200386,PepogeToken,1,Rin4Bigwins,PepogeToken
Timmy Failure: Mistakes Were Made by Stephan Pastis BNB Build (April 2023) https://t.co/ErGNgwpIVB via @YouTube,1.65E+31,2023-04-30 23:31:18+00:00,Kimberly_IOH,1.57E+31,en,NaN,0,0,0,0,https://x.com/Kimberly_IOH/status/1652817937458159616,YouTube,1,Kimberly_IOH,YouTube
Just when you thought $KCS couldn't get any hotter they complete another burn. #crypto #altcoins #bullish #burn #100x #cex $hbar $mono $eth $forth $idex $bnb $xrp $arb $xpnt $nest $aioz $teddy $btc $bbc $mim $xolo $spgbb $cspr https://t.co/vuy51wd9Zj,1.65E+31,2023-04-30 23:27:00+00:00,Mari0nHester,1.24E+31,en,NaN,0,4,0,0,https://x.com/Mari0nHester/status/1652816852618452992,,0,Mari0nHester,
Give me the next 100x coin please #eth #bnb #shitcoins #meme #memecoin #bullish #btc $pepe $wojak $Bob $musk,1.65E+31,2023-04-29 23:54:43+00:00,cryptomckay,1.46E+31,en,MemeCo,0,2,0,1,https://x.com/cryptomckay/status/1652461441079820293,,0,cryptomckay,
50$ worth in #BNB up to grab for 1 lucky follower! How to join: - like + rt this post - tag 3 friends - follow @honeycallss Picking a winner in 48h good luck! #BNBgiveaway #Giveaway #BSC https://t.co/f3Mhh0G7Sb ,1.65E+31,2023-04-29 23:49:35+00:00,SopLo01899950,1.61E+31,en,Czech Republic🚀,0,0,0,0,https://x.com/SopLo01899950/status/1652460148550430720,honeycallss,1,SopLo01899950,honeycallss
#Shibarium is under the microscope 300 corporate enterprises are interested in building for #Shibarium #SHIBARMY your #BONE will be rewarded heavily once the main net is deployed The future is bright #SHIB #btc #eth #bnb #Crypto #Binance #cryptocurrencies #usdt,1.65E+31,2023-04-29 23:23:16+00:00,RamiroA12498829,1.65E+31,en,"Margasari, Indonesia",0,0,0,0,https://x.com/RamiroA12498829/status/1652453528651309057,,0,RamiroA12498829,
Day 5️⃣ looking at @Uniswap V3 metrics across chains. Let's focus in on BNB the newest deployment of V3. Over the past 30 days BNB has the lowest number of active traders at 21K (3% share) Also the lowest number of trades 423K (5% share). More https://t.co/6klLldkP7A,1.65E+30,2023-04-28 23:59:40+00:00,Mtitus6,168647143.0,en,NaN,0,1,1,1,https://x.com/Mtitus6/status/1652100298414997505,Uniswap,1,Mtitus6,Uniswap
The $BNB price is at $324.5 right now. Compared to the last tweet the price has increased by $0.3 (0.09%). In the last 24 hours the price has dropped by $6.3 (1.90%). #BinanceCoin #BNB https://t.co/hAYDoGf8mu,1.65E+31,2023-04-28 23:54:40+00:00,BNB8News,1.47E+31,en,NaN,0,2,0,0,https://x.com/BNB8News/status/1652099042208358400,,0,BNB8News,
We are Rockin' &amp; grOOving to another 🇬.🇷.🇴.🇻.🇪 🇸 🅿️ 🅰️ 🇨 🇪 Come on by and 🇬.🇷.🇴.🇻.🇪-in with Us Less that 24hrs 2 JohnG's AMA ‼️ #ETH #GRV #BNB #GRVG #USGD #GroveX #GroveCoin #GreenCrypto #GroveBlockchain #GroveGreenArmy #BuildWithGrove,1.65E+31,2023-04-28 23:42:12+00:00,iamaaa,24014854.0,en,Earth 🌏 destination Mars 🔴,0,0,2,8,https://x.com/iamaaa/status/1652095902356496389,,0,iamaaa,
Have an amazing weekend $XCAD fam touch grass and enjoy life abit #Watch2Earn #BNB $PLAY https://t.co/eDlBhfHylC,1.65E+31,2023-04-28 23:41:48+00:00,StephenMaruko,1.23E+31,en,Canada,0,3,3,19,https://x.com/StephenMaruko/status/1652095801747701761,,0,StephenMaruko,
BTC $29 346.95 (+0.02%) ETH $1 894.21 (+0.12%) BNB $324.52 (+0.0%) XRP $0.48 ADA $0.40 SOL $23.33 DOT $5.94 LTC $89.67 BCH $117.97 XMR $153.39,1.65E+31,2023-04-28 23:40:11+00:00,Crypto24x5,1.62E+31,en,NaN,0,5,0,0,https://x.com/Crypto24x5/status/1652095395944861700,,0,Crypto24x5,
We have a BIG few days in front of us... If you've got a keen eye in our telegram the devs are cooking something nice in the back ground. We're already over 1000x from launch.. Its time to aim for 10 000x https://t.co/dZNrtBmjGq #UXOS #ThePowerOfUXOS #UXOSARMY #BNB #Binance https://t.co/GApiHXPwft,1.65E+31,2023-04-28 23:36:28+00:00,UXOSAI,1.61E+31,en,Worldwide,1,19,40,46,https://x.com/UXOSAI/status/1652094459650142210,,0,UXOSAI,
Buy fear and sell greed The $XEN ecosystem is amazing and if you know it you know what to do ️ #XENcrypto we are here to stay forever #btc #eth #bnb #xrp #shib #doge #floki #dump #aidoge #airdrop https://t.co/eEwHiGPSPk,1.65E+31,2023-04-28 23:34:43+00:00,CwikRafal,1.38E+30,en,NaN,0,40,28,121,https://x.com/CwikRafal/status/1652094021173428225,,0,CwikRafal,
#XENDoge can be huge and that s why You should be on the stream ️ $XEN is the future #btc #eth #bnb #shib #airdrop,1.65E+31,2023-04-28 23:27:14+00:00,CwikRafal,1.38E+30,en,NaN,0,7,14,51,https://x.com/CwikRafal/status/1652092136953729030,,0,CwikRafal,
air bnb has too many rules &amp; regulations for a whole lot of nothing.,1.65E+30,2023-04-28 23:21:12+00:00,_gineyy,1.18E+31,en,"New Jersey, USA",0,1,1,0,https://x.com/_gineyy/status/1652090620372975618,,0,_gineyy,
Who s ready for @RealFlokiInu to #FLOKI #FlokiINU #FlokiVikings #FlokiArmy #Binance #BNB #BSCGemsAlert #BSCGEMS https://t.co/jGu3qLM1Zb,1.65E+31,2023-04-28 23:13:07+00:00,I_Am_CryptoKing,1.56E+30,en,Bored Ape Yacht Club,0,23,23,107,https://x.com/I_Am_CryptoKing/status/1652088583443087361,RealFlokiInu,1,I_Am_CryptoKing,RealFlokiInu
I was having my 1959 vintage camper trailer remodeled 2 years ago - my oldest son was going to rent it as an air bnb to pay for college - the guy kept the trailer and stole our 12k - I won a judgement - looks like the money is coming next week - I m so happy finally ️️,1.65E+31,2023-04-24 23:58:32+00:00,NancyTh92909191,1.44E+31,en,NaN,0,1,0,0,https://x.com/NancyTh92909191/status/1650650463707234304,,0,NancyTh92909191,
Are you doing everything in #crypto on your own? Trade WITH our community! Follow @SphynxLabs on socials so you can experience #DeFi with everyone! #blockchain #dex #finance #rewards $SPHYNX $ETH $USDT $MATIC $CRO $BNB $APEX $OKC $LOOP $BRISE $AVAX $ARB $OP $MUU $POO https://t.co/T5JkFlmobN,1.65E+31,2023-04-24 23:58:04+00:00,SphynxLabs,1.40E+31,en,NaN,0,11,23,54,https://x.com/SphynxLabs/status/1650650342995165184,SphynxLabs,1,SphynxLabs,SphynxLabs
$BTC $ETH $BNB $ALGO PUMP PUMP PUMP,1.65E+31,2023-04-24 23:46:09+00:00,daperss,1731228024.0,en,NaN,0,1,0,2,https://x.com/daperss/status/1650647344134914048,,0,daperss,
A community is the strongest wapon on crypto. Aang got ---. We got BUY - HOLD - SHILL and TRUST. The 4 elements combined are a true power. @Aangbsc #crypto #memecoin #bnb #binace https://t.co/amtxwYjaNe,1.65E+31,2023-04-24 23:40:16+00:00,Aang4powersAang,1.65E+31,en,NaN,0,4,4,8,https://x.com/Aang4powersAang/status/1650645867144069121,Aangbsc,1,Aang4powersAang,Aangbsc
Solana is clearly - the cheapest and fastest existing payment rails for settling stablecoins on chain - the 2nd most active NFT community larger than BNB Arbitrum Polygon Avalanche etc combined - only chain which can cheaply support mass distribution of millions of NFTs https://t.co/UNbtSztbkW,1.65E+31,2023-04-24 23:39:18+00:00,PressieMoonBoy,1.36E+31,en,Valhalla,1,1,7,34,https://x.com/PressieMoonBoy/status/1650645621915672577,,0,PressieMoonBoy,
